5.208237, -3.661838, 1.936116, 0.609549
8.999230, -0.635340, -1.009925, 0.107464
9.302319, -3.094220, -0.499340, 0.287896
8.806400, 9.439973, 1.549707, -6.655545
11.738347, 1.242797, 0.863085, 5.797955
10.825704, 8.674007, -4.122897, 1.844827
15.429739, 13.024521, 3.655978, 6.587220
7.965006, -2.555927, -0.537206, -4.823747
11.973465, -4.108992, 4.881224, 0.326392
15.527307, -11.108269, -7.386870, 8.923813
9.455231, -5.959368, -4.569379, 2.606540
9.772003, -4.291679, 5.415908, 7.759240
9.762886, 2.432491, 5.035950, -7.353679
6.935841, 1.245578, -6.202263, 4.801439
11.817259, 11.525097, 0.207129, -0.096427
17.104793, -14.076978, 11.335766, 7.034794
12.925439, 7.391466, -2.621114, 9.427454
17.420689, 10.016132, 16.000435, -17.231847
8.857428, -2.450870, 1.141431, -8.944256
8.509119, 2.181752, -7.206787, -3.045554
12.229503, -6.042294, 1.963972, 0.211339
13.358200, 3.610866, 2.703893, 9.399082
6.951047, -4.491226, -0.933707, -5.904186
9.530165, -1.100237, -9.526343, -2.192520
16.014339, 8.003762, -9.734201, 3.989691
10.264851, -2.991586, 1.550713, -8.528604
9.554419, -0.145971, -9.376003, 1.375208
12.649051, -5.102423, -11.350461, -6.433045
15.596578, 9.051912, 9.738377, 8.660573
9.317022, -0.919322, 4.124759, -3.609389
9.371455, -1.387837, -0.274505, 0.126803
9.935282, 5.045119, 9.567470, -4.754203
10.027400, 0.432887, -10.353924, -5.508928
12.058732, 7.526874, -7.050062, 7.058559
12.299648, 2.534117, -3.079503, 1.836995
8.395208, -0.100867, 3.532557, -6.457713
12.218219, 7.939235, 8.944115, -9.804943
8.693946, 5.453040, -5.246810, -5.526426
6.474099, -6.568907, 2.868776, -5.087668
11.981534, 9.763867, 0.884685, -4.010083
16.110955, 6.737380, 3.899551, -7.047660
11.778756, -6.118841, -8.201625, 7.606653
12.786036, 6.976286, -0.491054, 1.335455
14.892850, 0.157364, 0.799031, 5.268282
15.563987, 6.791151, 5.908404, 8.933247
14.832340, -5.792699, 10.594857, 3.545589
10.647186, -10.906622, 5.795815, -5.776843
8.830215, 1.581662, -1.204937, -4.635606
14.844420, -4.835628, 9.526337, 7.053777
12.754448, -7.127554, 8.410800, -5.145430
9.199447, -4.388231, 0.401727, -5.310627
5.539047, -1.405073, -6.088395, -4.617917
6.539708, 4.426453, -6.093171, -2.556791
11.796606, -6.733183, -4.414663, 0.186049
12.715219, -2.650440, 1.839803, -7.469739
7.538549, -3.313188, 4.202335, -4.224904
11.469536, 3.337300, -11.027492, 7.091033
11.800426, -8.107716, -2.668757, 5.323720
8.989982, -6.351471, -6.230038, -1.034472
12.021003, -6.199106, 4.051172, -0.680651
7.404173, 6.623619, -5.534385, -2.096358
13.127840, 1.886921, -12.474382, -1.376614
10.425872, 5.014932, -1.234246, 8.837508
16.520926, -7.612208, -5.746607, 10.664837
19.363233, 2.800773, -23.030935, 11.021291
12.906867, -2.315222, 8.961407, -4.906076
10.803373, -5.676944, 4.405602, -2.916851
11.035234, 4.560605, -11.260608, -0.925156
8.297811, -0.583284, -5.656527, 2.644597
7.100277, -1.153553, -5.914705, 5.796500
19.384915, 9.600323, 12.046288, 8.440452
11.846208, -7.714057, 2.944167, -7.440669
13.082769, 4.633770, -8.361315, -0.386465
13.748283, -5.682701, 9.892920, -9.860320
12.587531, 8.063946, -4.905978, 10.175985
11.733355, 3.859412, 2.013671, -8.924540
7.440771, 4.796253, 5.788741, -6.747166
18.232119, 16.016393, 15.365238, 2.942274
9.812009, 6.340525, -2.561026, -5.022563
17.789296, -6.831896, 1.734919, 13.679420
10.891541, -7.320257, 0.043632, -4.827184
15.336732, -0.596051, -0.093526, 6.858292
10.782265, -6.798620, 4.823295, -7.415978
9.546870, 0.638646, -2.214107, 1.270908
11.852930, -0.580503, 2.311768, 3.044639
11.145354, 4.975499, -1.447572, -1.875169
14.493442, 9.059937, 3.343785, 9.751039
13.860136, -7.150498, 10.805229, -8.136913
12.219370, 3.773324, 2.563535, 1.699785
14.088659, -6.104271, 4.849002, 13.318747
11.711614, 0.214025, -9.585222, -3.574133
10.187607, 5.888582, 8.679085, -7.560057
10.587209, 7.976025, -8.118031, 1.973865
7.743748, 2.420617, -3.387074, -1.917633
13.221100, 11.315889, -4.150193, 8.516659
9.989984, -2.365549, -5.203212, 2.671926
13.231449, -3.971295, -2.807307, -4.154165
